Title;Acronym;Description;Access URL;Included in data catalogue;Type;Has representation language;Format;Theme;Licence;Version;Source accessed on
Vertebrate Homologous Organ Group Ontology;VHOG;"vHOG is a multi-species anatomical ontology for the vertebrate lineage, developed as part of the Bgee project. The mapping to species-specific anatomical ontologies is provided as a separated file: http://bgee.unil.ch/download/organ_association_vHOG.txt This mapping represents homology-strict relationships, in the sense of HOM:0000007 ""historical homology"". Each mapping has been manually reviewed, and we provide confidence codes and references when available.";https://bioportal.bioontology.org/ontologies/VHOG;BioPortal, AberOWL, OBO Foundry, Bioregistry, Ontobee;Ontology;OWL;OBO;Biosphere;Not specified;Not specified;2023-07-06
Ontology of Homology and Related Concepts in Biology;HOM;This ontology represents concepts related to homology, as well as other concepts used to describe similarity and non-homology.;https://bioportal.bioontology.org/ontologies/HOM/?p=summary;BioPortal, AberOWL, Ontobee, Bioregistry, OLS, OBO Foundry, FAIRsharing;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;CC0 1.0;17/01/15;2023-07-04
Semanticscience Integrated Ontology;SIO;The semanticscience integrated ontology (SIO) provides a simple, integrated upper level ontology (types, relations) for consistent knowledge representation across physical, processual and informational entities. It provides vocabulary for the Bio2RDF (http://bio2rdf.org) and SADI (http://sadiframework.org) projects.;https://bioportal.bioontology.org/ontologies/SIO/?p=summary;BioPortal, AberOWL, Ontobee, OLS, LOV, BARTOC;Ontology;OWL;OWL, RDF/XML, CSV;All;CC BY 4.0;v1.59;2023-07-05
XEML Environment Ontology;XEO;XeO has been created to help plant scientists in documenting and sharing metadata describing the abiotic environment.;https://bioportal.bioontology.org/ontologies/XEO;BioPortal, AgroPortal, BARTOC;Ontology;OWL;OBO;Biosphere;MIT License;v1.6;2023-07-06
Soy Ontology;SOY;Growth, trait and development ontology for soybean;https://bioportal.bioontology.org/ontologies/SOY;BioPortal, AgroPortal, FAIRsharing;Ontology;OWL;OBO;Biosphere;Not specified;Not specified;2023-07-06
Plant Experimental Assay Ontology;PEAO;The Plant domain has been the subject of several attempts to structure and formally define terms and corresponding relations, such as their anatomical features, developmental stages, and the application of particular experimental procedures to a biological problem. However, a focus on experimental assays in order to describe the whole experimental procedure, to the best of our knowledge, has only been attempted in the context of a very general description based on classical views of the scientific method. In this study, we focus on the development and proposal of an ontology dedicated to the description of these experimental procedures, regardless of the scientific questions that prompted the assays. This ontology includes entities from three distinct realms (biological, physical and data), which include both experimental products, their relations and the protocols describing their manipulation. The final outcome is a useful and comprehensive ontology in the plant domain, to be used as a log book by experimentalists, providing a formal relation between entities.;https://bioportal.bioontology.org/ontologies/PEAO/?p=summary;BioPortal, AgroPortal, FAIRsharing;Ontology;OWL;OWL, RDF/XML, CSV;Biosphere;Not specified;Not specified;2023-07-05
Solanaceae Phenotype Ontology;SPTO;Solanaceae crop phenotypes and traits, developed in collaboration with the research community, especially for breeder traits of agronomic importance.;https://agroportal.lirmm.fr/ontologies/SPTO;BioPortal, AgroPortal, FAIRsharing, AberOWL;Ontology;OWL;OBO;Biosphere;CC BY 4.0;Not specified;2023-07-06
Wheat Trait Ontology;CO-WHEAT;This ontology defines traits of the International Wheat Information System (IWIS) database and wheat descriptor.;https://bioportal.bioontology.org/ontologies/CO-WHEAT;BioPortal, AgroPortal, OLS, I-ADOPT;Ontology;OWL;OBO, CSV, RDF/XML;Biosphere;Not specified;Not specified;2023-07-06
Vertebrate Trait Ontology;VT;The Vertebrate Trait Ontology is a controlled vocabulary for the description of traits (measurable or observable characteristics) pertaining to the morphology, physiology, or development of vertebrate organisms.;http://purl.obolibrary.org/obo/vt.owl;BioPortal, AgroPortal, Ontobee, OLS, OBO Foundry, FAIRsharing, AberOWL, Bioregistry, I-ADOPT;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 4.0;v13.2;2023-07-06
Ontology of Physics for Biology;OPB;The OPB is a reference ontology of classical physics and thermodynamics as applied to the dynamics of biological systems. It is designed to encompass the multiple structural scales (atoms to organisms) and multiple physical domains (fluid dynamics, chemical kinetics, particle diffusion, etc.) that are encountered in the study and analysis of biological organisms.;https://bioportal.bioontology.org/ontologies/OPB/?p=summary;BioPortal, Bioregistry, FAIRsharing, AberOWL;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;Not specified;v1.2;2023-07-05
Semantic Web for Earth and Environment Technology Ontology;SWEET;The Semantic Web for Earth and Environmental Terminology is a mature foundational ontology that contains over 6000 concepts organized in 200 ontologies represented in OWL. Top level concepts include Representation (math, space, science, time, data), Realm (Ocean, Land Surface, Terrestrial Hydroshere, Atmosphere, etc.), Phenomena (macro-scale ecological and physical), Processes (micro-scale physical, biological, chemical, and mathematical), Human Activities (Decision, Commerce, Jurisdiction, Environmental, Research). Originally developed by NASA Jet Propulsion Labs under Rob Raskin, SWEET is now officially under the governance of the ESIP foundation.;http://sweetontology.net/matrRockIgneous;BioPortal, Bioregistry, I-ADOPT, GFBio Terminology Service;Ontology;OWL;OWL, RDF/XML, CSV;Geosphere;CC0 1.0;v3.6.0;2023-07-05
Amphibian Taxonomy Ontology;ATO;A taxonomy of Amphibia;http://purl.bioontology.org/ontology/ATO;BioPortal, Bioregistry, OBO Foundry, AberOWL, FAIRsharing;Ontology;OWL;OBO, CSV, RDF/XML;Biosphere;Not specified;Not specified;2023-06-28
Fly Taxonomy;FB-SP;The taxonomy of the family Drosophilidae (largely after Baechli) and of other taxa referred to in FlyBase.;https://bioportal.bioontology.org/ontologies/FB-SP/?p=summary;BioPortal, Bioregistry, OLS, AberOWL;Ontology;OWL;OBO, CSV, RDF/XML;Biosphere;Not specified;Not specified;2023-07-03
Metagenome and Microbes Environmental Ontology;MEO;An Ontology for organismal habitats (especially focused on microbes);https://bioportal.bioontology.org/ontologies/MEO/?p=summary;BioPortal, FAIRsharing;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;Not specified;v0.9;2023-07-04
EDAM Bioimaging Ontology;EDAM-BIOIMAGING;Bioimage informatics operations, types of data, data formats, and bioimaging topics. EDAM-bioimaging is an extension to the EDAM ontology (edamontology.org) for bioimage analysis, bioimage informatics, and bioimaging. It is being developed in collaboration between the ELIXIR research infrastructure and the NEUBIAS and COMULIS COST Actions (neubias.org CA15124, comulis.eu CA17121, funded by the Horizon 2020 Framework Programme of the European Union), in close contact with the Euro-BioImaging research infrastructure (PP2) and the Global BioImaging network.;https://bioportal.bioontology.org/ontologies/EDAM-BIOIMAGING;BioPortal, FAIRsharing;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;CC BY 4.0;alpha06;2023-06-30
Plant Diversity Ontology;PDO_CAS;Plant Diversity Ontology (PDO) is the outcome of the construction tasks of domain ontology of science in the project of Scientific & Technological Knowledge Organization Systems (STKOS). The structure of PDO centers on species, including micro level of molecular, cell and tissue, medium level of plant organs, species and population, and macro level of ecosystem. The classes of PDO also capture the habitat, environmental conditions and expand the general characteristics of plants, completing the instances richness for plant species, geographical, classification and morphology. Furthermore, PDO builds the relationships among species, region, morphology, plant organs, developmental stage, revealing the list of species in an area, the morphology and life form of plants, and development process of species. In sum, PDO shows a growth process or development stage of a species and its structure characteristics in particular space and time scale, realizing the description of species diversity, ecosystem diversity and genetic diversity. At present, PDO has been applied to the platform of Go to Selected Open Access Journals (GoOA) developed by National Science Library of Chinese Academy of Sciences, supporting concept retrieval and concept extension for GoOA.;https://bioportal.bioontology.org/ontologies/PDO_CAS;BioPortal, FAIRsharing;Ontology;OWL;OWL, RDF/XML, CSV;Biosphere;Not specified;Not specified;2023-07-05
Molgula oculata Anatomy and Development Ontology;MOOCULADO;The first ontology describing the anatomy and the development of Molgula oculata.;https://bioportal.bioontology.org/ontologies/MOOCULADO;BioPortal, FAIRsharing;Ontology;OWL;CSV, RDF/XML;Biosphere;Not specified;Not specified;2023-07-04
Phallusia fumigata Anatomy and Development Ontology;PHFUMIADO;The first ontology describing the anatomy and the development of Phallusia fumigata.;https://bioportal.bioontology.org/ontologies/PHFUMIADO;BioPortal, FAIRsharing;Ontology;OWL;OBO, CSV, RDF/XML;Biosphere;Not specified;Not specified;2023-07-05
Phallusia mammillata Anatomy and Development Ontology;PHMAMMADO;The first ontology describing the anatomy and the development of Phallusia mammillata.;https://bioportal.bioontology.org/ontologies/PHMAMMADO;BioPortal, FAIRsharing;Ontology;OWL;OBO, CSV, RDF/XML;Biosphere;Not specified;Not specified;2023-07-05
Molgula occidentalis Anatomy and Development Ontology;MOOCCIADO;The first ontology describing the anatomy and the development of Molgula occidentalis.;https://bioportal.bioontology.org/ontologies/MOOCCIADO;BioPortal, FAIRsharing, AberOWL;Ontology;OWL;CSV, RDF/XML;Biosphere;Not specified;Not specified;2023-07-04
PLOS thesaurus;Not specified;"The ""Subject Areas"" panel on each article page displays a set of terms selected for that article based on its content. The Subject Areas belong to a thesaurus of over 10,000 terms initially built for us over the course of 2012 by Access Innovations, taking into account the controlled vocabulary of classification terms that had been in use in PLOS Editorial Manager. The entire corpus of PLOS articles was analysed to ensure that the thesaurus covers the research domain comprehensively. Specific terms are associated with articles by Machine Aided Indexing (MAI) which identifies text strings in the articles and matches them to Subject Area terms from the thesaurus. The output ranks the matches in order of frequency of hits within the text of the article and the top eight terms are selected for display. Whereas previously the eight terms were presented in alphabetical order, we are introducing weightings to the Subject Area panel, such that the order of Subject Areas will reflect the frequency of hits in the MAI process. This new presentation will be introduced progressively, beginning with the main Article tab. The MAI process uses a Rulebase to guide Subject Area selection. Whereas identifying a phrase such as ""Retinitis pigmentosa"" is relatively straightforward for software, the issue is more complex for a word such as ""Sodium"" where the relevant Subject Area might be ""Voltage-gated sodium channels"", any of several sodium compounds or even just ""Sodium"" the element. The rule for terms such as ""Sodium"" are therefore compound and include conditional statements to disambiguate these different contexts. While the vast majority of terms are effectively indexed there remain ambiguities for some terms and part of our work is to continue to identify these cases and modify the Rulebase accordingly. The Subject Area terms are related to each other with a system of broader/narrower term relationships. The thesaurus structure is a polyhierarchy, so for example the Subject Area ""White blood cells"" has two broader terms ""Blood cells"" and ""Immune cells"". At its deepest the hierarchy is ten tiers deep, with all terms tracking back to one or more of the top tier Subject Areas, such as ""Biology and life sciences"" or ""Social sciences"". The Subject Area terms can be used to access PLOS articles via Advanced Search. The MAI Rulebase accommodates synonyms, so a Subject-specific Search for ""Highly active antiretroviral therapy"" will retrieve articles based on MAI matches to ""HAART"" (a known synonym) as well as ""Highly active antiretroviral therapy"" in one step. Additionally, because we select the most frequently MAI-indexed Subject Areas for each article the Search returns articles where the Subject Area in question ranks highly enough to be included in the top eight MAI-retrieved terms, so is of relatively high significance, whereas a query term in an ""All fields"" search will return every article that contains even a single match to the query term. The hierarchical nature of the thesaurus also enhances article retrieval in Search. Not only does Search retrieve all articles specifically indexed by MAI with the query Subject Area term in question, but it also retrieves all articles specifically indexed with any Subject Area term that sits deeper into the hierarchy than the query Subject Area term, but on the same broader/narrower term path. Thus, in the ""White blood cells"" example, queries for either ""Blood cells"" or ""Immune cells"" will return all articles indexed with ""White blood cells"". The Subject Area terms on all article pages are hyperlinked and following the link returns a listing of all articles to which that Subject Area term applies. Subject Area terms can also be used as the basis for Saved Searches, RSS feeds and PLOS ONE customized Journal Alerts. The content of the PLOS thesaurus and the Rulebase that governs the application of Subject Areas to the articles is constantly under review. We incorporate analysis of the Subject Area panel ""feedback"" clicks into this review process, and are always happy to receive specific input on Subject Area terms and their application by email. We update the thesaurus behind the PLOS sites several times each year. Questions and comments about Subject Areas and the PLOS thesaurus can be sent to subjectareas@plos.org.";https://www.vocabularyserver.com/plos/index.php;BioPortal, FAIRsharing, AberOWL, BARTOC;Thesaurus;SKOS;RDF/XML, CSV, SKOS-Core, JSON, XML;All;Not specified;Not specified;2023-07-05
